Datum,brand,addresse,diesel
17.03.2019,Socar,"Klotenerstr. 46, 8303 Bassersdorf",1.75
14.07.2018,BP,"Frauenfelderstr. 27 , 9548 Matzingen",1.75
11.08.2020,Spurt,"Langgasse 106, 9000 St. Gallen",1.75
08.10.2018,Ruedi Rüssel,"Wasserbühlen, 3818 Grindelwald",1.75
21.12.2018,Socar,"Luzernerstrasse, 6330 Cham",1.75
02.02.2017,Tamoil,"Hauptstr. 130, 5070 Frick",1.75
22.07.2021,Scall,"Sonneggstr. 42/44, 8000 Zürich",1.75
14.07.2018,Coop Pronto,"Frauenfelderstr.93, 9548 Matzingen",1.75
31.07.2021,Coop,"Hohlstr. 461, 8000 Zürich",1.75
03.12.2008,Ruedi Rüssel,"Hauptstr. 1, 8512 Thundorf",1.75
04.07.2011,Tayara,"Baslerstr. 197, 5224 Unterbözberg",1.75
13.08.2018,Agrola,"b. Bahnhof, 8496 Steg im Tösstal",1.75
03.09.2011,Shell,"Arbonerstr. 15, 8599 Salmsach",1.75
13.07.2021,Coop Tankstelle BEO,"Simmenthalstr. 58 , 3700 Spiez",1.75
21.12.2018,Coop,"Blegistr. 2, 6343 Rotkreuz",1.75
28.12.2021,Avia,"Palaweg, 7430 Thusis",1.75
11.04.2019,Talgarage,"Märwilerstrasse, 9556 Affeltrangen",1.75
29.08.2020,Berglas,"Romanshornerstr. 35, 8280 Kreuzlingen",1.75
14.07.2018,LANDI Wängi,"St. Gallerstr. 48, 9548 Matzingen",1.75
13.10.2014,Landi,"Alte Gasse 4, 6373 Ennetbürgen",1.75
30.09.2019,Tamoil,"Avenue de Neuchâtel 18, 1450 Ste-Croix",1.75
08.11.2021,Taxon,"Hinterdorfstr. 10, 5644 Auw",1.75
27.05.2021,Lorenzi Robert,"St.Gallerstr. 241, 9200 Gossau SG",1.75
08.11.2021,Benzin-Discount,"Bremgarterstr. 48, 5610 Wohlen AG",1.75
08.11.2021,Ruedi Rüssel,"Bremgarterstr. 32, 5610 Wohlen AG",1.75
21.12.2018,Shell,"Blegistr. 4, 6343 Rotkreuz",1.75
27.05.2021,Freie Tankstelle Red Fox,"St.Gallerstr. 188, 9200 Gossau SG",1.75
27.05.2021,Avia,"St.Gallerstr. 97, 9200 Gossau SG",1.75
17.03.2019,Shell,"Schaffhauserstr. 87, 8152 Glattbrugg",1.75
27.05.2021,Tamoil,"St. Gallerstr. 120 , 9230 Flawil",1.75
13.07.2021,Shell,"Kanderstegstr. 39, 3714 Frutigen",1.749
08.11.2021,Garage Bär,"Hauptstrasse 15, 5644 Auw",1.749
26.04.2021,Agrola,"Gewerbezone Brüggfeld 1, 3216 Ried b. Kerzers",1.745
16.04.2019,Garage Fernandez,"Wilerweg 34, 4600 Olten",1.745
26.01.2020,Avia,"Winkelstr. 4, 7250 Klosters",1.745
07.04.2019,Agrola,"Stationsstr. 4, 8472 Seuzach",1.745
07.04.2019,Agrola,"Dorfstr. 12, 8471 Rutschwil-Dägerlen",1.745
08.10.2018,oeltrans Tankstelle Grindelwald,"Truffersbrunnen, 3818 Grindelwald",1.74
13.07.2021,Agrola,"Hauptstrasse 36, 3713 Reichenbach i. K.",1.74
13.07.2021,Coop Pronto,"Hauptstr. 38 , 3713 Reichenbach i. K.",1.74
13.07.2021,BP Service Spiez,"Simmentalstr. 30, 3700 Spiez",1.74
16.07.2018,Socar Fälanden,"Schwerzenbachstr. 39, 8117 Fällanden",1.74
26.04.2021,Avia,"Seestr. 26, 6205 Eich",1.74
13.07.2021,Agrola,"Thunstr. 1, 3700 Spiez",1.74
21.10.2014,J.Windlin AG,"Stanserstrasse 113, 6064 Kerns",1.74
21.04.2019,BP Weiach,"Kaiserstuhlstr. 47, 8187 Weiach",1.74
13.07.2021,Migrol Tankstelle,"Hauptstr. 25, 3713 Reichenbach i. K.",1.74
13.07.2021,BP,"Hauptstr. 4a, 3711 Mülenen",1.74
11.04.2019,BP,"Hauptstr. 47, 9552 Bronschhofen",1.74
25.06.2018,Jubin,"Hauptstrasse, 1656 Jaun",1.74
09.12.2018,BP Service Airport,"Flughafenstrasse 79 , 8302 Kloten",1.74
19.09.2019,Tamoil,"Dorfstr. 13, 8302 Kloten",1.74
29.01.2019,Socar,"Austr. 37, 9490 Vaduz",1.74
29.01.2019,Avia,"Landstr. 186, 9495 Triesen",1.74
29.01.2019,Coop Pronto,"im Gagoz 77, 9496 Balzers",1.74
22.04.2019,Red Fox,"Grabserstr. 10, 9473 Gams",1.74
02.01.2022,Garage Frei,"Hauptstr. 181, 4625 Oberbuchsiten",1.74
30.08.2019,Garage trois Chênes,"rte Yverdon 19, 1040 Echallens",1.74
29.10.2014,Tamoil,"Schwarzenburgstr. 112, 3097 Liebefeld",1.74
28.08.2011,Seetankstelle,"Hafen Steckborn, 8266 Steckborn",1.74
20.01.2020,Migrol Service,"Sihlquai 155 , 8000 Zürich",1.74
12.07.2019,AV-SIG ,"Industriestr., 8222 Beringen",1.74
04.10.2021,Migrol,"Tösstalstr. 31, 8483 Kollbrunn",1.74
11.04.2019,Agrola,"Wülflingerstr. 32, 8400 Winterthur",1.735
02.02.2019,Agrola,"Buchserstr. 4, 9469 Haag (Rheintal)",1.73
25.06.2018,MINI PRIX,"Rue du Prieuré 38, 1636 Broc",1.73
28.01.2020,Shell,"Diepoldsauerstr. 38, 9443 Widnau",1.73
04.10.2021,Spurt,"Brüggershofstr. 5, 9424 Rheineck",1.73
27.05.2021,Avia,"St. Gallerstr. 76, 9403 Goldach",1.73
27.05.2021,BP,"Bruggmühlestr. 26, 9403 Goldach",1.73
28.05.2021,Coop,"Zürcherstr. 110/112, 8903 Birmensdorf ZH",1.73
13.07.2021,Agrola,"Adelbodenstr. 38, 3714 Frutigen",1.73
23.01.2020,Tamoil Oberrieden,"Seestr., 8942 Oberrieden",1.73
27.05.2021,Shell,"Rorschacherstr. 219, 9000 St. Gallen",1.73
30.09.2018,Avia,"Hauptstr. 4, 6386 Wolfenschiessen",1.73
27.05.2021,Coop,"Rorschacherstr. 218, 9000 St. Gallen",1.73
27.05.2021,Shell,"Zürcherstr. 205, 9000 St. Gallen",1.73
28.04.2021,Shell,"Ueberlandstr. 95, 8600 Dübendorf",1.73
18.10.2021,Avia,"Sirnachstr. 10, 8355 Aadorf",1.73
04.03.2021,BP Service Affoltern,"Zürichstrasse 187, 8910 Affoltern am Albis",1.73
19.09.2021,Migrol," Kempttalstr. 73, 8320 Fehraltorf",1.73
25.06.2018,Socar,"Rue de Vuippens 49, 1630 Bulle",1.73
27.05.2021,Avia,"Zürcherstr. 431, 9000 St. Gallen",1.73
17.08.2010,Zobrist,"Schaffhauserstrasse 123, 8302 Kloten",1.73
11.04.2021,Garage Meinrad Fuchs,"Schmalzgrubenstr. 17, 8842 Unteriberg",1.73
11.08.2020,Spurt,"Obereggerstr. 12, 9442 Berneck",1.73
19.09.2021,Tamoil,"Kempttalstr. 21, 8320 Fehraltorf",1.73
19.09.2021,Shell,"Kempttalstr. 43, 8308 Illnau",1.73
13.01.2019,Shell,"Wülflingerstrasse 393, 8408 Winterthur",1.73
26.12.2020,Avia,"Hauptstr., 5070 Frick",1.73
02.01.2022,Migrol,"Thalstr. 367, 4712 Laupersdorf",1.73
04.03.2021,Coop,"Im Wängli 6, 8910 Affoltern am Albis",1.73
04.10.2021,Coop,"Bahnhofstr. 73, 8590 Romanshorn",1.73
26.04.2021,Migrol Autoservice,"Buchenstrasse 1, 6210 Sursee",1.73
02.02.2019,Avia,"Rheinstr. 1, 9469 Haag (Rheintal)",1.73
27.05.2021,Avia,"Zürcherstr. 162, 9000 St. Gallen",1.73
27.05.2021,Agrola,"Zürcherstr. 268, 9000 St. Gallen",1.73
16.06.2019,Debrunner,"Hauptstr. 35, 8553 Mettendorf TG",1.73
16.06.2019,LANDI Mittelthurgau,"Maurenstr. 3, 8575 Bürglen TG",1.73
27.05.2021,Shell,"Zürcherstr. 114, 9000 St. Gallen",1.73
01.05.2019,Hans Eberle AG,"Sonnental 3, 9313 Muolen",1.73
04.03.2021,Garage Ruckstuhl,"Zürichstrasse 29, 8910 Affoltern am Albis",1.73
04.03.2021,Migrol Service  Peter Heiniger,"Baarerstrasse 2, 8932 Mettmenstetten",1.73
19.09.2021,Agrola,"Länggstrasse, 8308 Illnau",1.73
16.06.2019,M. Ruckstuhl,"Frauenfelderstr. 16, 8560 Märstetten",1.73
27.05.2021,Avia,"Riedern 1273, 9402 Mörschwil",1.73
16.06.2019,BP,"Schaffhauserstr. 74, 8500 Frauenfeld",1.73
14.06.2021,Coop,"Hauptstr. 19, 6015 Reussbühl",1.73
10.04.2019,Shell,"Route Cantonale, 1898 St-Gingolph",1.73
10.04.2019,Eni ,"Route Cantonale 48, 1898 St-Gingolph",1.73
29.06.2021,BP,"Luzernerstr. 27, 5643 Sins",1.73
16.06.2019,BP,"Sulgerstr. 14, 8575 Bürglen TG",1.73
16.06.2019,Agrola,"Oberfeldstr. 1, 8570 Weinfelden",1.73
27.05.2021,Coop,"St.Gallerstr. 238, 9200 Gossau SG",1.73
16.06.2019,Socar,"Deucherstr. 44, 8570 Weinfelden",1.73
30.09.2018,Gut G. AG,"Engelbergerstrasse 17, 6383 Dallenwil",1.73
26.04.2021,Agrola,"Kantonsstr. 13, 6033 Buchrain",1.73
16.06.2019,Avia,"Deucherstr. 39, 8570 Weinfelden",1.73
16.06.2019,Shell,"Dufourstr. 14, 8570 Weinfelden",1.73
16.06.2019,Eni,"Dufourstr. 17, 8570 Weinfelden",1.73
16.06.2019,Coop Pronto,"Fichtenstr. 18, 8570 Weinfelden",1.73
27.12.2019,Avia,"Wasserwerkstr. 98, 8037 Zürich",1.729
09.06.2019,Badis,"Diessenhoferstr. 36, 8466 Trüllikon",1.729
24.10.2021,Badi,"Gewerbestr. 9, 8451 Kleinandelfingen",1.729
21.04.2019,Shell,"Bahnhofstr. 21, 5322 Koblenz",1.725
01.04.2019,AGROLA,"Hauptstr. 32, 8274 Tägerwilen",1.725
11.12.2019,Eni,"Bahnhofstrasse 7, 8344 Bäretswil",1.72
28.10.2019,Avia,"Aarauerstr. 20, 5600 Lenzburg",1.72
28.01.2020,Eni,"Zollstr. 12, 9434 Au SG",1.72
28.01.2020,Shell,"Zollstr. 6, 9434 Au SG",1.72
05.02.2021,Avia,"Rampa 35c, 7145 Degen",1.72
13.07.2021,Oeltrans,"Adelbodenstr. 313, 3725 Achseten",1.72
05.11.2014,Socar,"Feldstr. 10, 8105 Regensdorf",1.72
11.04.2019,LGG,"Wilerstrasse 9, 8514 Amlikon-Bissegg",1.72
19.06.2019,Agip,"Zollstr. 86a, 8212 Neuhausen",1.72
22.09.2018,Avia,"Sommerhalde 18, 5442 Fislisbach",1.72
27.04.2021,Auto Berther AG,"Via Alpsu 74, 7188 Sedrun",1.72
21.05.2018,Heinz Gerber AG,"Hauptstrasse, 3855 Brienz BE",1.72
27.04.2021,Tamoil,"Via Alpsu, 7189 Rueras",1.72
26.12.2020,Garage Glanzmann AG,"Stützli, 6112 Doppleschwand",1.72
27.05.2021,Agrola,"Teufenerstr. 166, 9000 St. Gallen",1.72
01.04.2019,Landi Stammertal,"Amtacker 2, 8476 Unterstammheim",1.72
14.10.2018,Eni,"El Stradún, 6513 Monte Carasso",1.72
20.05.2018,Shell,"Zugerstr. 17, 6415 Arth",1.72
25.10.2021,Tamoil,"Furkastrasse, 3999 Oberwald",1.72
26.04.2021,Landi,"Bernstr 26, 6152 Hüswil",1.72
04.03.2021,Karl Graf Automobile AG,"Zürichstrasse 28 , 8932 Mettmenstetten",1.72
16.01.2022,Tancadi,", 7162 Tavanasa",1.72
04.10.2021,LGG,"Hauptstr. 67, 9064 Hundwil",1.72
21.04.2019,Socar,"Bahnhofstr. 15, 5322 Koblenz",1.72
09.01.2022,Tamoil,"Thalstr. 143, 4714 Aedermannsdorf",1.72
08.05.2021,Coop,"Bernstr. 40, 3360 Herzogenbuchsee",1.72
27.05.2021,Coop,"Thurgauerstr. 35, 9400 Rorschach",1.72
20.10.2014,Garage Baumann,"Lenzburgerstrasse 6, 5103 Wildegg",1.72
11.04.2021,Migrol,"Schmalzgrubenstr. 19, 8842 Unteriberg",1.72
04.03.2021,auto-gretener AG,"Zürichstrasse 193 , 8910 Affoltern am Albis",1.72
14.10.2018,Socar,"Via Monte Ceneri 1, 6572 Quartino",1.72
10.04.2019,Coop,"Route du Bois, 1753 Matran",1.72
10.04.2019,Avia,"Route Cantonale 12, 1897 Les Evouettes",1.72
26.12.2020,Avia,"Zürcherstr. 369, 8500 Frauenfeld",1.72
01.04.2019,Auto Imhof AG Garage,"Hauptstr. 131, 8274 Tägerwilen",1.72
01.04.2019,Keusch AG,"Kaltenbacherstr. 4, 8260 Stein am Rhein",1.72
21.12.2018,BP,"Chamerstr. 2, 6343 Rotkreuz",1.72
21.12.2018,Avia,"Bahnhofstr. 12, 6037 Root",1.72
19.11.2020,Migrol Auto Service,"Wynencenter , 5033 Buchs AG",1.72
26.04.2021,Agrola,"Rämismatte 1, 3232 Ins",1.715
02.02.2019,Hanselmann AG,"Hauptstr. 1, 9466 Sennwald",1.71
04.03.2021,Tamoil,"Reppischtalstr. 312, 8143 Stallikon",1.71
13.07.2021,oeltrans,"Thunstr. 24, 3700 Spiez",1.71
01.04.2019,Kofi,"Wagenhauserstr. 37, 8260 Stein am Rhein",1.71
14.05.2021,Peter Brechtbühl AG,"Bernstrasse 54, 4923 Wynau",1.71
05.09.2010,Kreuzberggarage Heeb,"Farnen, 9466 Sennwald",1.71
17.03.2019,BP,"Huebstr. 35 , 8317 Tagelswangen",1.71
05.09.2010,Koller Fahrzeuge AG,"Hauptstr., 9656 Alt St. Johann",1.71
28.01.2020,BP,"Südstr. 1 , 9451 Kriessern",1.71
14.10.2018,coop Pronto,"Via Rinaldo Simen 58, 6648 Minusio",1.71
30.12.2021,ENI,"Neuenburgstrasse 65, 3236 Gampelen",1.71
17.08.2010,Garage O. Bader,"Schauffhauserstrasse 168 , 8302 Kloten",1.71
21.12.2018,Avia,"Gotthardstr. 59, 6410 Goldau",1.71
02.02.2019,Agrola,"Oberrieterstrasse, 9450 Altstätten SG",1.71
04.07.2010,Wolfi GmbH ,"Kantonsstrasse, 7421 Summaprada",1.71
19.04.2019,Ruedi Rüssel,"Garage, 8884 Oberterzen",1.71
04.10.2021,Ruedi Rüssel,"Hauptstr. 76, 9424 Rheineck",1.71
02.01.2022,Ruedi Rüssel,"Thalstr. 29, 4710 Balsthal",1.71
02.01.2022,Merilat,"Hauptstr. 7, 4716 Welschenrohr",1.71
14.10.2018,Shell,"via R. Simen, 6648 Minusio",1.71
13.04.2021,Coop Pronto,"Ettiswilerstrasse 41a, 6130 Willisau",1.71
31.03.2010,Coop Pronto,"Morgentalstr. 24, 8355 Aadorf",1.71
05.06.2020,Coop,"Brüglingerstr. 83, 4052 Basel",1.71
02.02.2019,Avia,"Pilgerbrunnen 1525, 9473 Gams",1.71
30.08.2019,Landi,"rte Yverdon 7, 1040 Echallens",1.71
14.10.2021,Migrol,"Baselstr. 67, 4242 Laufen",1.71
11.04.2019,Kurzbein,"Junkholz, 8514 Amlikon-Bissegg",1.71
01.04.2016,Ruedi Rüssel,"Schwarzenburgstr. 241, 3098 Köniz",1.71
30.05.2021,station,"rte Etraz, 1136 Bussy-Chardonney",1.71
27.05.2021,Post,"Lagerstr. 4, 9200 Gossau SG",1.71
28.06.2010,E. Fuchs + Co.,"Kannenfeldstr. 3, 4056 Basel",1.71
03.04.2018,Avia,"Neuenkirch-West / A2, 6206 Neuenkirch",1.709
22.11.2014,Autohaus Albis,"Zürcherstr. 40, 8134 Adliswil",1.705
07.05.2021,Hänggi,"Milchstr. 10, 3072 Ostermundigen",1.7
02.02.2019,Avia,"Oberrieterstr. 61, 9450 Altstätten SG",1.7
21.04.2019,Migrol Service,"Zürcherstr. 20, 5330 Bad Zurzach",1.7
04.01.2019,BP,"Furkastrasse, 3984 Fiesch",1.7
28.01.2020,Avia,"Bahnhofstr. 33, 9443 Widnau",1.7
28.01.2020,Migrol,"Diepoldsauerstr. 60 , 9443 Widnau",1.7
12.05.2018,BP Neuhausen,"Klettgauerstrasse 45, 8212 Neuhausen",1.7
05.02.2021,Agrola,"Affeier 91, 7133 Obersaxen Affeier",1.7
29.12.2018,Shell,"Lötschbergstr. 6, 3714 Frutigen",1.7
19.06.2019,Oil!,"Zollstr. 30, 8212 Neuhausen",1.7
27.05.2021,Avia,"Schachen 654, 9063 Stein AR",1.7
06.10.2021,Reist & Sohn,"Müntschemiergasse 30, 3232 Ins",1.7
30.06.2021,Migrol,"Route de Payerne 29, 1470 Estavayer-le-Lac",1.7
12.08.2018,Oil,"Wägitalstr. 42, 8857 Vorderthal",1.7
30.07.2018,Mini Prix,"Les Tilles 5, 2016 Cortaillod",1.7
27.05.2021,Tank Stop Riethüsli,"Teufenerstr. 164, 9000 St. Gallen",1.7
29.08.2010,Agrola,"Churfirstenstr. 3, 9500 Wil SG",1.7
24.08.2010,Charmettes,"route de Fribourg, 1783 Pensier",1.7
12.06.2010,Avia,"Schwägalpstr. 65, 9107 Urnäsch",1.7
12.05.2018,Avia,"Zollstr. 14, 8219 Trasadingen",1.7
27.05.2021,Spurt,"Zürcherstr. 501, 9000 St. Gallen",1.7
26.02.2014,Coop Pronto,"Route de la Gare, 1165 Allaman",1.7
27.05.2021,Migrol Service,"Grenzstrasse 31, 9430 St. Margrethen SG",1.7
27.05.2021,Coop Pronto,"Grenzstrasse 21 , 9430 St. Margrethen SG",1.7
02.01.2022,Vöglin Meyer,"Thalstr. 185, 4713 Matzendorf",1.7
02.01.2022,Post,"Lippersmattstr. 12, 4710 Balsthal",1.7
13.06.2021,Shell,"Zürichstr. 98, 3360 Herzogenbuchsee",1.7
12.05.2018,Enge Express,"Schaffhauserstr. 249, 8222 Beringen",1.7
04.10.2021,Spurt,"Kreuzlingerstr. 81 , 8590 Romanshorn",1.7
08.08.2021,Coop,"Delfterstrasse, 5000 Aarau",1.7
12.05.2018,Coop Pronto,"Schaffhauserstr. 238, 8222 Beringen",1.7
26.04.2021,Shell,"Badhausstr. 19A, 2503 Biel/Bienne",1.7
10.04.2019,Mini Prix,"Route Cantonale 66, 1898 St-Gingolph",1.7
14.07.2018,Oil,"Frauenfelderstr. 39, 9548 Matzingen",1.7
26.12.2020,Boot- und Autotankstelle,"Seefeldstr. 20, 6374 Buochs",1.7
12.05.2018,Tamoil Peyer,"Grosser Letten 3, 8213 Neunkirch",1.7
02.02.2018,Avia,"Kreuzstr. 53, 8000 Zürich",1.699
04.10.2010,Shell,"Rheinstr. 46 , 4414 Füllinsdorf",1.695
30.07.2018,Shell,"Avenue du Lac 19, 2024 St-Aubin-Sauges",1.695
11.04.2019,LGG Handels AG,"Bergstrasse 7, 8280 Kreuzlingen",1.695
28.04.2021,Avia Belp,"Vieweidstrasse 12, 3123 Belp",1.69
12.05.2018,Shell Rheinfall,"Schaffhauserstr. 38, 8212 Neuhausen",1.69
10.04.2021,Ciao Agip,"Vieweidstrasse 74, 3123 Belp",1.69
02.01.2019,Migrol,"Kaiserstuhlstr. 10, 8187 Weiach",1.69
02.07.2021,Tamoil AG,"Industriestr. 91, 3052 Zollikofen",1.69
30.07.2018,Coop Pronto,"Avenue des Champs-Montants, 2074 Marin-Epagnier",1.69
27.05.2021,Spurt,"Teufenerstr. 172, 9000 St. Gallen",1.69
04.10.2021,Agrola,"Kanalwiese 1, 8488 Turbenthal",1.69
10.04.2021,Tamoil Service,"Fahrhubelweg 1, 3123 Belp",1.69
25.05.2021,Hans-Rodolf Hofer-Kägi,"Solothurnstrasse 33, 3422 Kirchberg BE",1.69
08.05.2021,Bahnhof Garage,"Poststrasse 4, 3400 Burgdorf",1.69
08.05.2021,BP,"Kirchbergstrasse 33, 3400 Burgdorf",1.69
11.04.2021,Ybrig Garage,"Oberibergerstr. 2, 8842 Unteriberg",1.69
04.10.2021,Scall,"Arbonerstr. 17, 8599 Salmsach",1.69
02.07.2021,Mini Prix,"Bernstr. 5, 2560 Nidau",1.69
16.10.2020,Shell Kappelerhof,"Bruggerstr. 194, 5400 Baden",1.69
08.05.2021,Landi,"Tannwaldmoosweg 1, 3472 Wynigen",1.69
08.05.2021,Migrol,"Kirchbergstrasse 235, 3400 Burgdorf",1.69
08.05.2021,Landi,"Sägegasse 1, 3400 Burgdorf",1.69
26.12.2020,Avia,"Seestrasse 56, 6424 Lauerz",1.69
07.04.2019,Avia,"Dorfstrasse 58, 8484 Weisslingen",1.69
04.12.2021,Otter AG,"Dorfstrasse 54, 3238 Gals",1.69
30.09.2019,Garage Balcon du Jura,"Rue Neuve 9, 1450 Ste-Croix",1.69
26.12.2020,Odermatt + Zimermann AG,"Stanserstr. 38, 6374 Buochs",1.69
27.05.2021,Spurt,"Hauptstr. 1145, 9062 Lustmühle",1.69
12.05.2018,Socar Rheinfall,"Mühlenstrasse 96, 8200 Schaffhausen",1.69
07.02.2010,Shell,"Bullingerstr. 73, 8000 Zürich",1.689
06.04.2020,Scall,"Hönggerstr. 17, 8037 Zürich",1.689
06.04.2010,"Autogarage Muri, Rolf Wenger","Thunstrasse 25, 3074 Muri b. Bern",1.689
28.10.2019,Eni,"Hendschikerstr. 4, 5600 Lenzburg",1.685
10.07.2010,Agip,"Zürcherstr. 332, 8500 Frauenfeld",1.685
31.01.2010,Shell,"Winzerstrasse 38, 8049 Zürich",1.685
03.06.2020,Tamoil,"Worblentalstr. 103, 3063 Ittigen",1.685
04.10.2021,LGG Handels AG,"Kreuzlingerstrasse 22, 8590 Romanshorn",1.685
19.06.2019,Nasa,"Zollstr. 54, 8212 Neuhausen",1.68
27.05.2021,BP,"Burietstr. 3a, 9425 Thal",1.68
12.10.2019,Socar Confine,"Via Cantonale 14, 6978 Gandria",1.68
12.10.2019,Eni,"Via Cantonale, 6978 Gandria",1.68
12.10.2019,Eni,"Via Cantonale, 6978 Gandria",1.68
02.01.2019,Agrola,"Alte Poststrasse 2 , 8166 Niederweningen",1.68
27.12.2019,Seebad Garage,"Seestr. 269, 8706 Feldmeilen",1.68
22.01.2014,Indermühle,"Ostzelg 380, 5332 Rekingen AG",1.68
09.12.2008,Agrola,"Bahnhofstr. 15, 6020 Emmenbrücke",1.68
09.12.2008,Agrola,", 6016 Hellbühl",1.68
04.11.2014,Spurt,"Güetli, 9428 Walzenhausen",1.68
30.06.2021,Migrol,"Route du Péage 31, 1786 Sugiez",1.68
12.01.2020,Tamoil,"Via Chiasso , 6710 Biasca",1.68
12.01.2020,City,"Via Chiasso 23, 6710 Biasca",1.68
12.01.2020,Migrol,"Via Brugaio, 6713 Malvaglia",1.68
04.10.2021,Kuebler,"Frauenfelderstrasse 21a, 8404 Winterthur",1.68
07.10.2019,Coop,"Wülflingerstr. 390-392, 8400 Winterthur",1.68
26.04.2021,Coop,"Urswilstrasse 1, 6280 Hochdorf",1.68
02.02.2018,Franz AG,"Badenerstrasse 329, 8003 Zürich",1.68
08.05.2021,GUSTOIL,"Zürichstrasse 17, 3422 Kirchberg BE",1.68
28.05.2021,Euromaster,"Anglikerstr. 83 , 5612 Villmergen",1.68
08.01.2010,Keller,"Watterstrasse 12, 8105 Regensdorf",1.68
08.05.2020,Tamoil,"Via San Gottardo, 6710 Biasca",1.68
05.06.2019,Coop Shop Tankstelle,"Raimattstr. 125, 5611 Anglikon",1.68
12.01.2020,Piccadilly SA,"Via Parallela 2, 6710 Biasca",1.68
07.04.2019,Tamoil,"Oberhof 15, 8484 Weisslingen",1.68
08.08.2021,Avia,"Wangenstrasse 4, 3372 Wanzwil",1.68
11.04.2021,Agrola,"Seestrasse 54, 6442 Gersau",1.68
11.04.2021,Agrola,"Seestrasse 47, 6354 Vitznau",1.68
11.04.2021,Shell,"Grepperstrasse 86-92, 6403 Küssnacht am Rigi",1.68
26.04.2021,Eni,"Sempachstr. 47, 6280 Hochdorf",1.68
12.05.2018,Anton Baschung,"Klettgauerstrasse 78, 8212 Neuhausen",1.68
11.12.2019,Agrola,"Restaurant Bahnhof, 9125 Brunnadern",1.68
04.03.2021,Ruedi Rüssel,"Affolternstr. 12, 8908 Hedingen",1.679
29.05.2010,Auto Jegge,"Hauptstrasse 207, 4322 Mumpf",1.675
24.02.2019,Eni,"Via Corogna, 6517 Arbedo",1.67
24.02.2019,Avia,"Strada Cantonale 2, 6702 Claro",1.67
24.02.2019,Eni,"Industrie Sud, 6703 Osogna",1.67
02.01.2019,BP,"Surbtalstrasse 12, 5426 Lengnau AG",1.67
07.10.2019,Shell,"Wülflingerstr. 57a, 8400 Winterthur",1.67
08.04.2021,Brechtbühl-Benzin-Heizöl,"Thunstr. 72, 3074 Muri b. Bern",1.67
27.05.2021,Spurt,"Neudorftstr. , 9430 St. Margrethen SG",1.67
13.06.2021,Avia,"Zürichstr. 52, 3360 Herzogenbuchsee",1.67
12.10.2019,Socar,"Via al Lido 11, 6962 Viganello",1.67
12.10.2019,Mondial Change SA,"Via Cantonale 69, 6978 Gandria",1.67
05.09.2010,Rüegg Convenience Store,"Landquartstr. 91, 9320 Arbon",1.67
04.10.2021,Garage Reusser AG,"Frauenfelderstr. 33, 8404 Winterthur",1.67
08.05.2020,Agip (Suisse) SA Deposito e Ufficio Vendite,"Via General Guisan 18, 6710 Biasca",1.67
30.09.2019,Eni,"Route Cantonale, 2113 Boveresse",1.67
11.04.2021,Ruedi Rüssel,"Kantonsstrasse 77, 6353 Weggis",1.67
11.04.2021,Avia,"Röhrlistrasse 2, 6353 Weggis",1.67
11.04.2021,Hergol,"Breitenstr. 1, 6403 Küssnacht am Rigi",1.67
24.10.2009,Avia,"Burgauerstr. 17, 9230 Flawil",1.67
29.12.2018,Eni,"Lötschbergstr., 3714 Frutigen",1.67
17.01.2020,ESCA,"Via Chiasso 5 , 6710 Biasca",1.669
21.01.2010,Marco Lüthi,"Wiesackerstrasse 90, 8105 Regensdorf",1.665
03.12.2014,Ruedi Rüssel,"Lenzburgstr. 8, 5507 Mellingen",1.66
02.01.2019,Garage Caesar,"Surbtalstr. 2, 5304 Endingen",1.66
10.03.2021,Benzin,"Pfandernstr. 1, 3608 Thun",1.66
26.04.2021,Migrol,"Emmentalstrasse 166, 3414 Oberburg",1.66
26.04.2021,Garage Hofmann,"Emmentalstrasse 100, 3414 Oberburg",1.66
26.04.2021,Coop Pronto,"Emmentalstrasse 124, 3414 Oberburg",1.66
30.07.2018,Tamoil,"Avenue de Neuchâtel 38, 2024 St-Aubin-Sauges",1.66
30.09.2019,Grenacher SA,"Les Lerreux 21, 2114 Fleurier",1.66
03.05.2021,Landi Moossee,"Oberburgstrasse 1, 3326 Krauchthal",1.66
24.06.2019,Avia,"Landstr. 33, 5420 Ehrendingen",1.66
05.04.2021,Landi,"Bernstrasse 62, 3303 Jegenstorf",1.66
20.04.2021,Avia Lyssach,"Dorfstrasse 38, 3421 Lyssach",1.66
02.02.2019,Red Fox Altstätten,"Churerstr. 41a, 9450 Altstätten SG",1.66
14.06.2021,Ruedi Rüssel,"Hauptstr. 71, 3805 Goldswil",1.66
26.04.2021,Peter Brechtbühl AG,"Bernstr. 89, 3324 Hindelbank",1.66
01.05.2021,Landi,"Alchenstorfstrasse 3, 3425 Koppigen",1.66
26.04.2021,Coop,"Bernstrasse 50, 3422 Alchenflüh",1.66
25.07.2021,Pfenniger,"Dorfstr. 11, 6022 Grosswangen",1.66
30.09.2019,Migrol,"rue des Moulins 5, 2105 Travers",1.66
05.09.2010,Apig,"Rietli, 9425 Thal",1.66
27.05.2021,Spurt,"Appenzellerstr. 1, 9424 Rheineck",1.66
01.04.2021,Benzin Discount (Garage Mistral GmbH),"Hauptstrasse 5, 3422 Kirchberg BE",1.66
