Datum,brand,addresse,diesle,bleifrei,lat,lon
21.03.2022,minor prezzo 24h,"Via Carlo Maderno, 6850 Mendrisio",2.14,1.94,45.892478942871094,8.9752836227417
21.03.2022,BP,"Via Cantonale 15, 6815 Melide",2.14,2.0,45.95448303222656,8.949584007263184
21.03.2022,Eni,"Via Cantonale 31, 6815 Melide",2.14,2.0,45.95629119873047,8.947249412536621
13.11.2022,Kneubühler AG,"Obergasse 32, 4934 Madiswil",2.14,1.84,47.16166687011719,7.795017719268799
21.03.2022,Eni,"Riva Paradiso 40, 6900 Paradiso",2.14,2.0,45.98880386352539,8.953605651855469
12.04.2022,Tankstop Lammbach Ag,"Hauptstr., 3855 Brienz BE",2.14,1.99,,
20.11.2022,Red Fox,"Hauptstr. 85, 9105 Schönengrund",2.14,1.86,47.33233642578125,9.232632637023926
26.11.2022,Avia,"Fischingerstr. 36, 8374 Dussnang",2.14,1.87,,
10.05.2022,Agrola,"Gewerbestrasse 27, 4512 Bellach",2.14,1.94,47.20969009399414,7.493255615234375
13.12.2022,Ben S. Shop & Change,"Route dAmbilly 58, 1226 Thônex",2.14,1.85,46.19880294799805,6.2204484939575195
12.04.2022,Ruedi Rüssel,"Weier, 3616 Schwarzenegg",2.14,1.96,46.79533386230469,7.7186126708984375
06.03.2022,Landi,"Toggenburgstr. 40, 9652 Neu St. Johann",2.14,1.98,,
06.03.2022,Shell,"Schaffhauserstr. 152, 8400 Winterthur",2.14,2.02,47.51801300048828,8.719881057739258
21.03.2022,Migrol Service,"Via Cantonale, 6934 Bioggio",2.13,1.99,,
21.03.2022,Migrol Service,"Via Cantonale, 6928 Manno",2.13,1.99,46.026729583740234,8.917426109313965
21.03.2022,BP,"Strada Regina, 6982 Agno",2.13,1.99,46.01123046875,8.904168128967285
21.03.2022,Eni,"Via Cantonale, 6928 Manno",2.13,2.0,46.026729583740234,8.917426109313965
06.03.2022,Socar,"Ringstr. 17, 8600 Dübendorf",2.13,2.0,47.39845657348633,8.605293273925781
16.10.2022,Dosch,"Julierstr., 7457 Bivio",2.13,1.84,,
12.04.2022,Coop Pronto,"Hindervormüli 15, 6170 Schüpfheim",2.13,1.95,46.945308685302734,8.00747013092041
19.12.2022,Shell,"Zugerstr. 7, 6340 Sihlbrugg",2.13,1.77,47.21683120727539,8.577302932739258
12.04.2022,Kleinfeld-Garage,"Hauptstr., 6163 Ebnet",2.13,1.95,,
06.03.2022,Migrol,"In der Au 2, 8406 Winterthur",2.13,2.01,47.484745025634766,8.704824447631836
03.12.2022,Shell,"Zugerstr. 1, 8816 Hirzel",2.13,1.82,47.2191162109375,8.612217903137207
18.04.2022,Mini Prix,"Rte de la Gruyère 88, 1724 Essert FR",2.13,1.95,,
18.04.2022,Mini Prix,"Route de Fribourg, 1634 La Roche FR",2.13,1.96,46.696895599365234,7.137709140777588
27.11.2022,Agrola TopShop,"Mettlenbachstr. 11, 8617 Mönchaltorf",2.13,1.87,47.3027229309082,8.720705032348633
10.05.2022,Shell,"Bielstr. 89, 4500 Solothurn",2.13,1.93,47.211483001708984,7.523789405822754
10.05.2022,Migrol,"Baselstrasse 30, 4500 Solothurn",2.13,1.93,47.211082458496094,7.544673919677734
10.05.2022,BP,"Römerstr. 8, 4512 Bellach",2.13,1.93,47.21225357055664,7.509181022644043
10.05.2022,Coop Pronto,"Gurzelenstr. 2, 4512 Bellach",2.13,1.93,47.21105194091797,7.50578498840332
10.05.2022,Avia,"Bielstr. 7, 4512 Bellach",2.13,1.93,47.210689544677734,7.502662181854248
27.11.2022,Agrola,"Riedikerstr. , 8616 Riedikon",2.13,1.87,47.33613204956055,8.713186264038086
12.04.2022,Ruedi Rüssel,"Dorfmatte 52, 6196 Marbach LU",2.13,1.95,,
06.03.2022,Coop Pronto,"Zürichstr. 70, 8306 Brüttisellen",2.13,2.0,47.41926956176758,8.624457359313965
12.04.2022,Oeltrans,"Hauptstr. 82, 3852 Ringgenberg BE",2.13,1.93,,
21.03.2022,BP,"Via Vedeggio 3, 6928 Manno",2.13,2.0,46.037109375,8.925134658813477
24.11.2022,Avia,"Flüelerstr. 38, 6460 Altdorf UR",2.13,1.87,46.88783264160156,8.632561683654785
15.12.2022,Hubrol AG,"Hotel Central, 6493 Hospental",2.13,1.84,,
21.03.2022,Migrol,"Via Lugano 21, 6982 Agno",2.13,1.97,45.99950408935547,8.9050931930542
06.03.2022,Take 24,"Zürcherstr. 62, 8406 Winterthur",2.129,2.009,47.494483947753906,8.711037635803223
12.04.2022,Avia,"Seestrasse 36, 3800 Unterseen",2.129,1.929,46.68344497680664,7.844559669494629
27.11.2022,Mythen-Garage AG,"Gotthardstr. 166, 6438 Ibach",2.122,1.811,47.01954650878906,8.640114784240723
27.11.2022,Michele Rullo GmbH,"Schrotmättli 2, 6014 Littau",2.12,1.84,,
06.04.2022,Ruedi Rüssel,"Baslerstr. 77, 4600 Olten",2.12,1.92,47.35489273071289,7.901632785797119
06.03.2022,Horber AG,"Horben, 9642 Ebnat-Kappel",2.12,1.98,47.2580451965332,9.151252746582031
12.04.2022,Ruedi Rüssel,"Moosrain, 3852 Ringgenberg BE",2.12,1.95,,
12.04.2022,Migrol,"Seestrasse 109, 3800 Unterseen",2.12,1.92,46.680545806884766,7.827342510223389
12.04.2022,Ruedi Rüssel,"Hauptstr., 3852 Ringgenberg BE",2.12,1.95,,
12.04.2022,Migrol,"Hauptstr. 241a, 3852 Ringgenberg BE",2.12,1.94,,
23.11.2022,ECS Einkaufs-Center Schänis,"Biltnerstr. 32, 8718 Schänis",2.12,1.84,47.1557502746582,9.037849426269531
18.04.2022,Ikas Pneu Discount,"Allmei 3, 3930 Visp",2.12,1.96,46.293235778808594,7.876529216766357
24.11.2022,Garage Heussi,"Bahnhofstr. , 8783 Linthal",2.12,1.81,46.92661666870117,8.99984359741211
21.03.2022,PK OIL SAGL,"Via Piodella 10, 6933 Muzzano",2.119,1.959,45.99782943725586,8.912850379943848
27.11.2022,Avia,"Riedikerstr. 5, 8610 Uster",2.119,1.839,47.34110641479492,8.715272903442383
20.12.2022,station Blécherette,"Avenue du Grey 119, 1018 Lausanne",2.11,1.83,46.541839599609375,6.6179399490356445
27.11.2022,Bolzern Auto AG,"Rengglochstrasse 30, 6012 Obernau",2.11,1.83,47.034847259521484,8.248224258422852
19.12.2022,station Tamoil,"rte Plaine-du-Loup 26, 1018 Lausanne",2.11,1.86,,
16.10.2022,Posttankstelle,"Via Ludains 14, 7500 St. Moritz",2.11,1.88,46.48891830444336,9.83733081817627
27.11.2022,Hergol,"Luzernerstr. 137, 6014 Littau",2.11,1.83,,
18.04.2022,Self 24h,"Freiburgstrasse 31, 3174 Thörishaus",2.11,1.96,46.894264221191406,7.33222770690918
18.04.2022,Avia,"Freiburgstrasse 17, 3175 Flamatt",2.11,1.97,46.886505126953125,7.308831691741943
18.04.2022,Avia,"Lanthen 191, 3185 Schmitten FR",2.11,1.97,46.84793472290039,7.243649005889893
18.04.2022,Auto Niederhäuser AG,"Lanthen 211, 3185 Schmitten FR",2.11,1.97,46.84758377075195,7.240492820739746
18.04.2022,Tamoil,"Rte de Fribourg 50, 1724 Le Mouret",2.11,1.96,,
15.12.2022,BP Heidiland,"Autobahn A13, 7304 Maienfeld",2.11,1.93,,
28.03.2022,BP,"Langfeldstrasse 1, 4528 Zuchwil",2.11,2.0,47.20444107055664,7.563697814941406
26.11.2022,F. Obrist AG,"Hauptstr. 36, 8376 Fischingen",2.11,1.82,47.414222717285156,8.968533515930176
19.12.2022,Felber AG,"Oberurnerstr. 2, 8752 Näfels",2.11,1.77,47.10506820678711,9.065662384033203
27.11.2022,Agrola,"Kantonsstr., 8836 Biberbrugg",2.11,1.82,,
26.11.2022,Shell Waldhof,"Rütistr. 29, 8636 Wald ZH",2.11,1.87,47.2738037109375,8.912323951721191
10.12.2022,Shell Würenlos,"Raststätte A1 Bern - Zürich, 5436 Würenlos",2.1,1.91,,
04.12.2022,Agrola,"Inwilstr., 6274 Eschenbach LU",2.1,1.82,,
04.12.2022,Avia,"Luzernstr. 59, 6274 Eschenbach LU",2.1,1.83,47.12884521484375,8.325882911682129
10.12.2022,BP,"Wilestr. 2, 8957 Spreitenbach",2.1,1.83,,
10.12.2022,Agrola,"Untere Bahnhofstr. 34, 8340 Hinwil",2.1,1.82,47.30097961425781,8.836464881896973
10.12.2022,Avia,"Zürcherstr. 104, 5432 Neuenhof",2.1,1.82,47.45159912109375,8.32421588897705
10.12.2022,Shell,"Bahnhofstr., 8956 Killwangen",2.1,1.82,,
27.11.2022,Raststätte St. Katharina Nord,"A14, 6034 Inwil",2.1,1.84,,
18.04.2022,Garage Le Mouret,"Route de Fribourg 8, 1724 Le Mouret",2.1,1.96,46.746185302734375,7.17128324508667
03.12.2022,Coop-Pronto,"Zürichstr. 75, 8840 Einsiedeln",2.1,1.82,47.13916778564453,8.746174812316895
06.12.2022,Agrola,"Hinterdorfstr. 66, 8753 Mollis",2.1,1.82,47.100399017333984,9.073177337646484
06.06.2022,Coop,"Bielstrasse, 3250 Lyss",2.1,1.94,47.07447052001953,7.306088447570801
27.11.2022,Raststätte St. Katharina Süd,"A14, 6034 Inwil",2.1,1.84,,
17.12.2022,BP,"Rütistr. 163, 8645 Rapperswil-Jona",2.1,1.79,47.2443733215332,8.829833984375
27.11.2022,Migrol Auto Service,"Mythen Center , 6438 Ibach",2.1,1.79,47.014774322509766,8.645191192626953
27.11.2022,BP,"Gotthardstr. 109, 6438 Ibach",2.1,1.79,47.015316009521484,8.643865585327148
27.11.2022,Coop,"Bahnhofstr. 156, 6423 Seewen SZ",2.1,1.79,47.027957916259766,8.631389617919922
22.11.2022,Kleintal Garage,"Kantonsstr., 8765 Engi",2.1,1.79,,
27.11.2022,Migrol,"Arsenalstr. 35, 6010 Kriens",2.1,1.82,47.035213470458984,8.296640396118164
18.04.2022,Coop Pronto,"Kantonsstr. 300, 3902 Glis",2.1,1.94,,
27.11.2022,Migrol,"Obernauerstr. 47, 6010 Kriens",2.1,1.82,47.034324645996094,8.264836311340332
27.11.2022,Migrol,"Hölzliwisenstr. 1, 8604 Volketswil",2.1,1.82,47.37910461425781,8.68034553527832
03.12.2022,Eni,"Einsiedlerstr. 12, 8834 Schindellegi",2.1,1.82,47.17073440551758,8.714190483093262
27.11.2022,Migrol,"Schlagstr. 99, 6430 Schwyz",2.1,1.79,47.03302001953125,8.645001411437988
17.12.2022,Rohner Nutzfahrzeuge AG,"Sankt Gallerstr. 51, 8856 Tuggen",2.1,1.82,,
17.12.2022,Eni,"Neue Jonastr. 128, 8640 Rapperswil-Jona",2.1,1.8,47.22893142700195,8.832565307617188
10.12.2022,Eni,"Zürichstr. 84, 8640 Rapperswil-Jona",2.1,1.8,,
03.12.2022,Avia-Tankstelle,"Bahnhofplatz 18, 8840 Einsiedeln",2.1,1.82,47.1282958984375,8.74531364440918
27.11.2022,Coop,"Steinbislin 3, 6423 Seewen SZ",2.1,1.79,47.032630920410156,8.628608703613281
27.09.2022,Marché Brügg AG,"Poststr. 13, 2555 Brügg BE",2.099,1.779,47.12294387817383,7.2797393798828125
04.12.2022,Station Gebr. Jurt,"Menzikerstrasse 7, 6221 Rickenbach LU",2.09,1.81,47.22001266479492,8.155357360839844
19.12.2022,Socar,"Stelleweg 6, 7000 Chur",2.09,1.79,46.872798919677734,9.53399658203125
12.12.2022,Righetti,"via Cantonale 3, 6900 Lugano",2.09,1.79,46.006900787353516,8.949368476867676
04.12.2022,Avia,"Mülacher 8, 6024 Hildisrieden",2.09,1.81,47.14701461791992,8.233314514160156
09.12.2022,Migrolino,"rte Cossonay 66, 1008 Prilly",2.09,1.81,,
04.12.2022,Tamoil,"Zürcherstr. 42, 8854 Siebnen",2.09,1.8,47.176902770996094,8.891321182250977
04.12.2022,Migrol,"Glarnerstr. 77 , 8854 Siebnen",2.09,1.8,47.17630386352539,8.907777786254883
14.12.2022,station Migrol,"ch. Closalet 7, 1023 Crissier",2.09,1.79,46.554222106933594,6.568125247955322
16.12.2022,BP service Renens,"route de Renens, 1030 Bussigny-Lausanne",2.09,1.79,,
16.12.2022,BP service Bussigny,"rte de Crissier 6, 1030 Bussigny-Lausanne",2.09,1.79,,
27.11.2022,Agrola TopShop,"Stansstaderstrasse 100, 6370 Stans",2.09,1.8,46.969482421875,8.352543830871582
10.12.2022,BP,"Gossauerstr. 14, 8340 Hinwil",2.09,1.81,47.299354553222656,8.837713241577148
17.12.2022,BP,"Helblingstr. 1, 4852 Rothrist",2.09,1.79,47.30921936035156,7.893272876739502
17.12.2022,Avia,"Helblingstr. 2, 4852 Rothrist",2.09,1.79,47.30958557128906,7.8934807777404785
09.12.2022,Righetti,"Via S. Abbondio 44, 6925 Gentilino",2.09,1.8,45.9907112121582,8.930927276611328
09.12.2022,Righetti,"Via San Mamete 86, 6805 Mezzovico",2.09,1.8,46.094520568847656,8.923700332641602
09.12.2022,Righetti,"Via Pian Scairolo 36, 6915 Pambio-Noranco",2.09,1.8,45.981910705566406,8.929184913635254
12.04.2022,Ruedi Rüssel,"Unterdorf 10, 6170 Schüpfheim",2.09,1.92,46.95479965209961,8.019021034240723
10.12.2022,Coop,"Sihlbruggstr. 152, 6340 Baar",2.09,1.78,47.21588897705078,8.573575019836426
14.12.2022,Coop Pronto,"ch. de Saugy 1, 1023 Crissier",2.09,1.79,46.545562744140625,6.570108413696289
15.12.2022,Werner Blöchlinger,"Rickenstr. 6, 8735 St. Gallenkappel",2.09,1.8,47.24327087402344,8.959284782409668
14.12.2022,Coop Pronto,"Rappagugg 2, 7205 Zizers",2.09,1.79,46.91953659057617,9.563959121704102
21.03.2022,Avia,"Via Cantonale 51, 6983 Magliaso",2.09,1.93,45.982887268066406,8.885782241821289
28.04.2022,Migrol,"Langfeldstr. 30, 4528 Zuchwil",2.09,1.91,47.202274322509766,7.571980953216553
10.12.2022,Garage Kueng AG,"Landstr. 53, 5412 Gebenstorf",2.09,1.8,47.483924865722656,8.242071151733398
10.12.2022,Coop Pronto,"Landstr. 62 , 5412 Gebenstorf",2.09,1.8,47.483463287353516,8.24108600616455
19.12.2022,Jakob Steinmann GmbH,"Mühle 4, 8752 Näfels",2.09,1.75,47.09096145629883,9.057827949523926
14.12.2022,Socar Fuchsberg Süd,"Fuchsberg / A3, 8832 Wollerau",2.09,1.8,,
07.12.2022,Garage Jörg AG,"Ziegelbrückstr. 22, 8872 Weesen",2.09,1.77,47.132789611816406,9.087926864624023
19.12.2022,Avia,"Axenstrasse, 6452 Sisikon",2.09,1.78,46.94957733154297,8.622257232666016
03.12.2022,Strueby Automobile AG,"Schwyzerstr. 11, 6440 Brunnen",2.09,1.79,47.00135040283203,8.614724159240723
10.12.2022,Coop Pronto,"Wässeristr. 38, 8340 Hinwil",2.09,1.8,47.30681610107422,8.818795204162598
17.12.2022,Migrol,"Neue Aarburgerstr. 9, 4852 Rothrist",2.09,1.79,47.31156539916992,7.894861221313477
19.12.2022,Shell,"Abernstr. 11, 8632 Tann",2.09,1.79,,
19.12.2022,BP,"Hauptstr. 61, 8632 Tann",2.09,1.79,47.26980972290039,8.85279369354248
19.12.2022,Coop,"Tardis , 7302 Landquart",2.09,1.79,46.97140121459961,9.55136775970459
14.12.2022,Socar Fuchsberg Nord,"Fuchsberg Nord / A3, 8832 Wollerau",2.09,1.8,,
17.12.2022,AGROLA-Tankstelle Dürnten,"Kreuzstr. 10, 8635 Dürnten",2.09,1.79,47.27526092529297,8.8256196975708
13.12.2022,Avia,"Bahnhofsträssli 2, 7203 Trimmis",2.09,1.79,46.906272888183594,9.557534217834473
19.12.2022,Avia,"Masanserstr. 133, 7000 Chur",2.09,1.79,46.861167907714844,9.533883094787598
13.12.2022,Eni,"Masanserstr. 60, 7000 Chur",2.09,1.8,46.856388092041016,9.534987449645996
10.12.2022,Sonneland,"Hauserstr. 40, 5210 Windisch",2.09,1.81,47.47065734863281,8.210254669189453
09.12.2022,Migrolino,"Route de Cossonay 3, 1029 Villars-Ste-Croix",2.09,1.91,46.5670280456543,6.558745861053467
17.12.2022,Coop Pronto,"Neue Aarburgerstr. 2a, 4852 Rothrist",2.09,1.79,47.313758850097656,7.894074440002441
17.12.2022,Avia,"Zürcher. 29, 8730 Uznach",2.09,1.79,47.22686004638672,8.980209350585938
17.12.2022,Bayard AG,"Zürcherstr. 71, 8730 Uznach",2.09,1.79,47.227577209472656,8.972508430480957
10.12.2022,Migrol,"Zugerstr. 2, 6340 Sihlbrugg",2.09,1.79,47.21701431274414,8.576250076293945
27.11.2022,Avia,"Altmattstr. 12, 6418 Rothenthurm",2.09,1.84,47.109519958496094,8.678098678588867
19.12.2022,Autogesellschaft Sissach-Eptingen,"Hauptstr. 11, 4458 Eptingen",2.09,1.79,47.38957977294922,7.815803527832031
04.12.2022,Müller Martin Garage AG ,"Hauptstr. 52, 8867 Niederurnen",2.09,1.77,47.12014389038086,9.056626319885254
17.12.2022,Shell,"St.Gallerstr. 77, 8716 Schmerikon",2.09,1.79,47.2302131652832,8.962120056152344
15.12.2022,Agrola,"Rickenstrasse, 8732 Neuhaus",2.09,1.8,47.243499755859375,8.948083877563477
13.12.2022,Station Auage Engelbogen AG,"Industriestrasse 1, 7204 Untervaz",2.09,1.79,46.919944763183594,9.553849220275879
10.12.2022,Avia,"Dürntnerstr. 40, 8340 Hinwil",2.089,1.809,47.29690933227539,8.839969635009766
17.12.2022,Post,"Burgerriedstr. 9, 8730 Uznach",2.08,1.85,,
04.12.2022,Socar,"Reuss-Garage 1, 6038 Gisikon",2.08,1.82,47.124752044677734,8.390869140625
04.12.2022,Auto Garage Gribi GmbH,"Hauptstr., 6034 Inwil",2.08,1.8,,
03.12.2022,Hergol,"Chaltenboden 6, 8834 Schindellegi",2.08,1.8,,
21.03.2022,esca,"Via Colombera 38, 6987 Caslano",2.08,1.95,,
21.03.2022,Eni,"Via Colombera 36, 6987 Caslano",2.08,1.95,,
21.03.2022,Socar,"Via Colombera 24, 6987 Caslano",2.08,1.92,45.975830078125,8.872632026672363
18.04.2022,Socar,"Route de la Gruyère 4, 1723 Marly",2.08,1.92,,
18.04.2022,Coop Pronto,"Route de la Gruyère 15, 1723 Marly",2.08,1.92,46.77362060546875,7.1620073318481445
18.04.2022,Agrola,"Route de Chesalles 3, 1723 Marly",2.08,1.92,46.771759033203125,7.1601152420043945
18.04.2022,Agrola,"Avenue du Simplon 47, 1890 St-Maurice",2.08,1.92,,
18.04.2022,Mini Prix,"Route du Grand-Saint-Bernard 17, 1880 Bex",2.08,1.92,46.25091552734375,7.00229549407959
18.04.2022,Eni,"Avenue du Simplon 39, 1890 St-Maurice",2.08,1.92,,
18.04.2022,BP-Garage Furka,"Furkastr. 13, 3904 Naters",2.08,1.96,46.323089599609375,7.988180637359619
10.12.2022,Ruedi Rüssel,"Zürcherstr.152, 5432 Neuenhof",2.08,1.79,,
21.03.2022,Euro Service,"Via Colombera 50, 6987 Caslano",2.08,1.92,,
21.03.2022,Euro Service,"Via Cantonale 18, 6987 Caslano",2.08,1.92,45.98020935058594,8.877523422241211
21.03.2022,Coop Pronto,"Via Cantonale 12, 6983 Magliaso",2.08,1.92,45.98491287231445,8.889880180358887
10.12.2022,Reussgarage,"Landstr. 95, 5412 Gebenstorf",2.08,1.8,47.480403900146484,8.235578536987305
19.12.2022,Socar,"Landstr., 8754 Netstal",2.08,1.75,,
19.12.2022,Coop Pronto,"Grosszaun 1, 8754 Netstal",2.08,1.75,47.067962646484375,9.057807922363281
19.12.2022,Ben S. Shop & Change,"Rte de Saint-Julien 274, 1258 Perly-Certoux",2.08,1.78,,
27.11.2022,Avia,"Gotthardstr. 224, 6423 Seewen SZ",2.08,1.78,47.02455520629883,8.636140823364258
27.11.2022,Ruedi Rüssel,"Bahnhofstr. 121, 6423 Seewen SZ",2.08,1.77,47.02572250366211,8.6339111328125
04.12.2022,Migrol,"Kantonsstr. 110 , 8863 Buttikon SZ",2.08,1.79,47.172996520996094,8.95842170715332
08.03.2022,Garage de Rosé,"rte de Rosé 74, 1754 Rosé",2.08,1.95,,
14.12.2022,Eni,"Bahnhofstr. 11, 8717 Benken SG",2.08,1.78,47.202880859375,9.007338523864746
15.12.2022,Garage Gut,"Sarganserstr. 28, 7310 Bad Ragaz",2.08,1.79,47.00717544555664,9.498931884765625
19.12.2022,Migrol,"Kantonsstr. 152 , 7205 Zizers",2.08,1.78,46.9277458190918,9.562278747558594
15.12.2022,Hubrol AG,"Klausenstrasse, 6465 Unterschächen",2.08,1.8,46.863887786865234,8.761274337768555
09.12.2022,Fam. Rupf AG,"Petersburg 416, 8262 Ramsen",2.08,1.75,47.706687927246094,8.820619583129883
10.12.2022,Ruedi Rüssel,"Shopping-Center, 8957 Spreitenbach",2.08,1.81,47.421119689941406,8.367719650268555
18.04.2022,Gaillard SA,"rte de Gruyère 10, 1723 Marly",2.08,1.92,,
21.03.2022,Eni,"Via Colombera 45, 6987 Caslano",2.08,1.95,45.97187423706055,8.867005348205566
09.12.2022,Migrol,"Petersburg 343B, 8262 Ramsen",2.08,1.75,,
17.12.2022,Avia,"Zürcherstr. 2, 8855 Wangen SZ",2.079,1.789,47.191375732421875,8.895389556884766
03.12.2022,Niederberger AG,"Hauptstr. 58, 8832 Wollerau",2.075,1.795,47.192710876464844,8.71854019165039
16.12.2022,AGROLA-Tankstelle HERRLIBERG,"Humrigenstr. 18, 8704 Herrliberg",2.075,1.785,47.285888671875,8.617548942565918
04.12.2022,Migrol Service,"Hauptstrasse 93, 5737 Menziken",2.07,1.77,47.23495864868164,8.193338394165039
15.12.2022,Hubrol AG,"Umfahrungsstr.25, 6467 Schattdorf",2.07,1.79,,
04.12.2022,Coop-Pronto,"Hauptstrasse 14, 5737 Menziken",2.07,1.76,47.24477005004883,8.185502052307129
10.12.2022,Agrola,"Oberdorfstr. 61, 8853 Lachen SZ",2.07,1.78,47.187313079833984,8.86132526397705
04.12.2022,Migrol,"Sandgasse, 5734 Reinach AG",2.07,1.79,47.258541107177734,8.180214881896973
04.12.2022,Hergol,"Seetalstr. 6, 5708 Birrwil",2.07,1.79,47.28611755371094,8.199538230895996
04.12.2022,BP,"Aarauerstr. 46, 5712 Beinwil am See",2.07,1.8,47.268917083740234,8.202641487121582
21.03.2022,Quick Service,"Via Colombera 10, 6987 Caslano",2.07,1.92,45.9770393371582,8.874460220336914
21.03.2022,Texon,"Via Cantonale, 6987 Caslano",2.07,1.92,45.978511810302734,8.876107215881348
21.03.2022,Anfra Carburante,"Via Cantonale 8, 6983 Magliaso",2.07,1.9,45.985774993896484,8.890832901000977
15.12.2022,Migrol,"Zollstr. 100, 8219 Trasadingen",2.07,1.76,,
10.12.2022,Socar Herrlisberg-Süd,"Herrlisberg-Süd / A3, 8820 Wädenswil",2.07,1.8,,
15.12.2022,Hubrol AG,"Gotthardstr. 70, 6460 Altdorf UR",2.07,1.79,46.873329162597656,8.650299072265625
10.12.2022,Voegtlin-Meyer,"Zürcherstr 27, 5210 Windisch",2.07,1.79,47.47865295410156,8.220601081848145
17.12.2022,Agrola,"Hämmerli 15, 8855 Wangen SZ",2.07,1.78,47.192893981933594,8.879531860351562
20.04.2022,Avia,"Baselstrasse 13, 4533 Riedholz",2.07,1.9,47.22962188720703,7.567671775817871
19.12.2022,Franz AG,"Landstr. 71, 8750 Glarus",2.07,1.73,47.04966354370117,9.05980396270752
11.12.2022,HUGO UNOLD AG,"Hauptstr. 153, 8762 Schwanden GL",2.07,1.75,46.99103927612305,9.063271522521973
19.12.2022,Agrola,"Hauptstr. 95, 8756 Mitlödi",2.07,1.73,47.01682662963867,9.081503868103027
14.12.2022,Zentralgarage,"Bahnhofstr. 43, 6440 Brunnen",2.07,1.76,46.99802017211914,8.608297348022461
10.12.2022,Häusermann,"Rapperswilerstr. 66, 8620 Wetzikon ZH",2.07,1.78,47.31383514404297,8.799581527709961
29.11.2022,Ruedi Rüssel,"Industriestr. 88, 7310 Bad Ragaz",2.07,1.8,47.014747619628906,9.496389389038086
17.12.2022,Agrola,"Bernstr. 240, 4852 Rothrist",2.07,1.74,47.3027229309082,7.8695549964904785
14.12.2022,Bruno Bachmann,"Uznacherstr. 21, 8722 Kaltbrunn",2.07,1.75,47.21483612060547,9.02143383026123
15.12.2022,Hubrol AG,"Gotthardstr. 169, 6472 Erstfeld",2.07,1.79,46.82691955566406,8.647724151611328
15.12.2022,Hubrol AG,"Bahnhofstr. 4, 6460 Altdorf UR",2.07,1.79,46.881690979003906,8.641884803771973
15.12.2022,Hubrol AG,"Bahnhofplatz, 6460 Altdorf UR",2.07,1.79,46.875732421875,8.631664276123047
17.12.2022,Migrol,"Bernstr. 205, 4852 Rothrist",2.07,1.78,47.304901123046875,7.875196933746338
04.12.2022,Wyna Garage AG,"Hauptstr. 15, 5737 Menziken",2.07,1.76,47.244873046875,8.186320304870605
27.11.2022,Lenzlinger Söhne AG,"Grossrietstr. 7, 8606 Nänikon",2.07,1.79,47.37360763549805,8.68122386932373
09.12.2022,Tamoil Station,"rte Lausanne 19, 1110 Morges",2.07,1.79,,
27.11.2022,Lenzlinger Söhne AG,"Sonnenbergstr. 11, 8610 Uster",2.07,1.79,47.345375061035156,8.701767921447754
26.11.2022,Agrola,"Dorfstr. 21, 9525 Lenggenwil",2.07,1.79,47.475250244140625,9.152098655700684
10.12.2022,A3 Shop and Go,"Zugerstrasse 231, 8810 Horgen",2.07,1.78,47.23764419555664,8.611919403076172
27.11.2022,Freie Tankstelle,"Gerliswilstrasse 25, 6020 Emmenbrücke",2.07,1.82,47.07236099243164,8.278565406799316
14.12.2022,Niederberger AG,"Roosstr. 20, 8832 Wollerau",2.065,1.765,47.19293212890625,8.720218658447266
28.04.2022,Midland,"Hauptstr. 87, 4528 Zuchwil",2.06,1.88,47.20405578613281,7.561436176300049
14.12.2022,Basch AG,"Frohburgstr. 1 , 5610 Wohlen AG",2.06,1.76,47.3390998840332,8.273863792419434
19.12.2022,Stäger-Z AG,"Haupstr. 42, 8756 Mitlödi",2.06,1.74,,
19.12.2022,Freihof Garage,"Oberdorf 67, 8752 Näfels",2.06,1.73,47.0942268371582,9.060808181762695
19.12.2022,Ruedi Rüssel,"Höhe, 8750 Glarus",2.06,1.73,,
04.12.2022,Marken-Benzin,"Bahnhofstraße 1A, 8862 Schübelbach",2.06,1.77,,
10.12.2022,Vögtlin-Meyer,"Vogelsangstr. 13 A, 5412 Gebenstorf",2.06,1.79,,
19.12.2022,MiniPrix,"Av. Louis-Casaï 34, 1216 Cointrin",2.06,1.76,46.2211799621582,6.112853527069092
15.12.2022,Avia,"Linth-Escherstr. 19a, 8865 Bilten",2.06,1.76,47.15171813964844,9.028617858886719
14.12.2022,Landmaschinen Pfeiffer AG,"Badstr. 45, 8867 Niederurnen",2.06,1.74,47.12941360473633,9.05098819732666
19.12.2022,Autocenter K. Flammer,"Buchholzstr. 44, 8750 Glarus",2.06,1.74,47.049163818359375,9.064384460449219
19.12.2022,Stäger-Z AG,"Ygrubenstrasse, 8750 Glarus",2.06,1.74,47.04354476928711,9.069327354431152
15.12.2022,Emil Frey,"Chemin de Chatanerie, 1023 Crissier",2.06,1.74,46.555023193359375,6.571377277374268
14.12.2022,Agrola,"Schulhausstr. 21, 8722 Kaltbrunn",2.06,1.75,47.211448669433594,9.028335571289062
14.12.2022,BP,"Gasterstr. , 8723 Rufi",2.06,1.76,47.18718338012695,9.049786567687988
04.12.2022,Agrola-Prima,"Reussgasse 2, 5703 Seon",2.06,1.78,47.345123291015625,8.160808563232422
04.12.2022,Migrol-Tankstelle,"Luzernerstrasse 2, 6215 Beromünster",2.06,1.76,47.205963134765625,8.194303512573242
27.11.2022,Auto-Center Benno Müller AG,"Gotthardstr. 15, 6438 Ibach",2.059,1.759,47.01070785522461,8.638018608093262
